timestamp,sleep_log_entry_id,overall_score,composition_score,revitalization_score,duration_score,deep_sleep_in_minutes,resting_heart_rate,restlessness
2019-11-01T10:15:00Z,24475133162,82,21,23,38,103,63,0.07885304659498207
2019-11-02T11:49:00Z,24487362288,74,15,21,38,75,65,0.09944751381215469
2019-11-03T11:46:00Z,24499082265,72,18,20,34,75,66,0.13409961685823754
2019-11-04T11:45:00Z,24511591686,84,18,21,45,99,67,0.12583333333333332
2019-11-05T13:53:30Z,24526950765,86,19,22,45,123,66,0.12286995515695068
2019-11-06T12:39:00Z,24537767497,74,19,20,35,126,65,0.1870196413321947
2019-11-07T09:45:00Z,24546796166,76,18,23,35,79,64,0.07936507936507936
2019-11-08T09:55:00Z,24558990812,73,18,20,35,93,64,0.10194730813287514
2019-11-09T12:00:00Z,24571641730,89,23,21,45,142,65,0.11011904761904762
2019-11-10T10:59:00Z,24581948732,79,22,21,36,98,65,0.0851063829787234
2019-11-11T13:03:30Z,24594632863,92,25,21,46,151,65,0.08984725965858041
2019-11-12T09:15:30Z,24605316774,76,18,21,37,123,66,0.08909730363423213
2019-11-13T13:17:30Z,24622990198,86,23,19,44,142,66,0.13205907906168549
2019-11-14T10:49:30Z,24631110012,68,17,19,32,112,67,0.09530386740331492
2019-11-15T10:08:30Z,24644838984,78,19,21,38,93,68,0.09710982658959537
2019-11-16T11:18:00Z,24655406868,85,22,21,42,117,68,0.10973084886128365
2019-11-17T14:01:30Z,24667829211,79,19,22,38,139,67,0.0976303317535545
2019-11-18T14:23:00Z,24678735549,77,18,20,39,106,68,0.14708603145235893
2019-11-19T13:01:00Z,24693111172,73,18,21,34,92,67,0.10303030303030303
2019-11-20T12:53:30Z,24705281208,72,17,19,36,93,67,0.1661409043112513
2019-11-21T10:41:30Z,24721182213,74,18,21,35,95,68,0.10289017341040463
2019-11-22T14:31:00Z,24740091015,83,20,19,44,129,68,0.1432246998284734
2019-11-23T14:13:30Z,24752672344,74,18,19,37,103,68,0.132429614181439
2019-11-24T14:40:30Z,24764120502,77,18,21,38,108,69,0.10672358591248667
2019-11-25T14:45:30Z,24777113858,75,18,21,36,102,68,0.12686567164179105
2019-11-26T14:54:00Z,24790707813,80,20,21,39,112,68,0.11057692307692307
2019-11-27T10:33:30Z,24799326085,57,15,21,21,58,66,0.1059245960502693
2019-11-28T10:58:30Z,24809686749,75,18,21,36,80,67,0.10225921521997622
2019-11-29T13:48:00Z,24821909892,85,21,20,44,142,66,0.13246116107931316
2019-11-30T14:56:30Z,24833412578,91,24,22,45,132,66,0.0913081650570676
2019-12-01T14:06:00Z,24843096580,80,18,22,40,104,65,0.09251101321585903
2019-12-02T13:41:00Z,24855723923,76,18,21,37,95,66,0.11336898395721925
2019-12-03T14:24:30Z,24868050354,75,18,19,38,89,66,0.11847826086956521
2019-12-04T14:35:30Z,24890977954,83,20,22,41,106,67,0.08956602031394276
2019-12-05T13:39:30Z,24900571642,77,17,21,39,88,66,0.11960132890365449
2019-12-06T13:35:00Z,24911245476,76,20,18,38,97,66,0.11981020166073547
2019-12-07T14:43:00Z,24922790065,74,18,19,37,87,68,0.10532276330690826
2019-12-08T14:29:00Z,24933574883,73,21,19,33,126,68,0.14270724029380902
2019-12-09T12:17:00Z,24942817422,55,16,14,25,37,68,0.1259259259259259
2019-12-10T14:17:30Z,24960211381,88,21,21,46,81,69,0.0917516218721038
2019-12-11T15:10:30Z,24972533015,81,19,21,41,133,67,0.09537299338999056
2019-12-12T14:30:00Z,24980451031,80,19,20,41,87,66,0.1261595547309833
2019-12-13T14:49:00Z,24997373530,75,20,19,36,86,65,0.13268608414239483
2019-12-14T17:15:30Z,25009192349,83,20,19,44,112,66,0.1468416735028712
2019-12-15T23:55:30Z,25021993515,75,19,19,37,124,66,0.13615870153291254
2019-12-17T14:08:30Z,25038100889,86,22,21,43,183,66,0.12429731417863835
2019-12-18T13:32:00Z,25058824744,76,19,20,37,98,63,0.12145289443813848
2019-12-19T13:19:00Z,25071634396,68,17,18,33,74,62,0.09452054794520548
2019-12-20T12:49:30Z,25087563807,60,15,18,27,94,63,0.10807453416149068
2019-12-21T15:08:00Z,25098253601,89,23,21,45,154,64,0.10761154855643044
2019-12-22T15:02:00Z,25109055415,85,19,21,45,137,65,0.10786914235190097
2019-12-23T13:22:00Z,25119406870,75,18,22,35,112,65,0.11571125265392782
2019-12-24T12:11:30Z,25128906989,77,19,22,36,69,64,0.11274509803921569
2019-12-25T15:30:00Z,25142067603,89,24,19,46,132,64,0.10582959641255606
2019-12-26T14:07:30Z,25151570457,80,20,20,40,130,65,0.12533814247069433
2019-12-27T12:28:30Z,25163248703,72,17,21,34,73,65,0.09310761789600967
2019-12-28T13:02:00Z,25176719527,83,20,21,42,84,65,0.12086776859504132
2019-12-29T13:28:30Z,25189013034,78,20,21,37,106,66,0.1124859392575928
2019-12-30T10:58:30Z,25201413192,67,16,20,31,54,68,0.10566615620214395
2019-12-31T15:12:30Z,25220294058,87,23,22,42,132,70,0.07611798287345385
2020-01-01T16:50:00Z,25229942679,74,20,14,40,98,70,0.14462416745956233
2020-01-02T13:36:30Z,25244867456,68,20,21,27,53,72,0.10246679316888045
2020-01-03T16:30:00Z,25263824965,81,20,21,40,115,71,0.12118320610687022
2020-01-04T15:28:30Z,25276973144,79,19,22,38,97,69,0.09659714599341383
2020-01-05T15:29:00Z,25287568499,72,17,21,34,44,67,0.10371318822023047
2020-01-06T14:50:00Z,25302525076,76,17,22,37,89,66,0.07512315270935961
